Tweets,Task A
" In Andhra Pradesh, Chandrababu Naidu\u2019s TDP is hoping to retain power, this time, however, without the support of the BJP\r\nAt 8 am, counting votes for 534 Assembly seats across four states\u2013Odisha, Andhra Pradesh, Arunachal Pradesh and Sikkim\u2013which voted with t\u2026 [+4009 chars]",0
"A video of Union Minister Maneka Gandhi speaking to voters in Uttar Pradesh, most of them Muslims, has gone viral on social media. In the video, Gandhi can be seen saying, “I have already won the elections, but tomorrow you will need me. If you want to lay the foundation for this, then this is the time”. Gandhi was seen speaking to voters in a village in Sultanpur, UP, from where she is contesting the Lok Sabha 2019 elections.",0
 Is poll strategist and national vice-president of Bihar ruling party Janata Dal (United) Prashant Kishor on the way out of the party after his meeting with West Bengal Chief Minister Mamata Banerjee on Thursday in Kolkata?\r\nIf JD(U) sources are to be believed\u2026 [+1804 chars],0
" NEW DELHI\u2014\xa0Narendra Modi, leader of the Hindu nationalist Bharatiya Janata Party (BJP), today won a second consecutive five-year term as prime minister of India, months after bringing India to the brink of war with Pakistan, its nuclear-armed neighbour.\r\nThe \u2026 [+7882 chars]',",0
" ""The Biju Janata Ddal looks set to form its government for a fifth straight term negating a Modi wave that is sweeping the country,with its candidates leading in 112 of the state's 146 seats.\r\nMr. Patnaik, who is contesting the Assembly polls from Bijepur and\u2026 [+328 chars]"",",0
"Surinder Singh, close aide of Smriti Irani in Amethi, was murdered by fellow BJP workers due to internal feud. UP Police has splashed water over the conspiracy theories that were being peddled by Smriti Irani herself & BJP supporters blaming the Congress. ",1
" Union Minister RS Prasad, BJP\u2019s LS candidate from Patna Sahib, said there is a tsunami in favour of the NDA, and that the BJP would get a majority on its own. Talking to Bikash Singh, he also said Andhra Pradesh chief minister N Chandrababu Naidu was daydream\u2026 [+3587 chars]',",0
" While cloud computing has long brought cost and ease of use, switching from an on-prem solution to cloud has traditionally come with its own inherent risks including a degradation in security and a lack of auditability. These are areas that have the potential\u2026 [+12727 chars]',",0
" u"" Mr Modi - seen here greeting crowds at his swearing in - retained his seat by a margin of nearly half a million votes\r\nNarendra Modi has been sworn in for a second term as India's prime minister after his party won a land\u2026 [+3142 chars]"",",0
" NEW DELHI (Reuters) - Indian Prime Minister Narendra Modi will hold talks on Friday to form a new cabinet to tackle a stuttering economy and other challenges facing his second term after winning a big majority. \r\nOfficial data from the Election Commission sho\u2026 [+3232 chars]',",0
"ECISVEEP see this man, anil upadhyay, MLA of congress party, the way he is dominating voters and forcing them to vote for #congress.. is this the democratic way of voting#LoksabhaElections2019 
#ElectionCommissionOfIndia 
#BJP",1
" She didnt give her name. What would you do by knowing my name?, she asked. She refused to mention her husbands name as well. In parts of Uttar Pradesh, as in several other parts of the Hindi heartland, many women dont utter their husbands name. On being asked\u2026 [+5307 chars]',",0
Read more at:,0
" For many years, Priyanka Gandhi Vadra was seen as the trump card in the Indian National Congresss (INC) pack. So in 2019, when she did decide to enter politics, most believed she would provide a much-needed booster that would aid her brother through in the el\u2026 [+4163 chars]',",0
" Image Shaukat Ali was accosted by a mob in Assam state\r\nWith an increase in hate crimes against Muslims in India in recent years, some fear the world's largest democracy is becoming dangerously intolerant under the Hindu nationalist Bharatiya Janata\u2026 [+9718 chars]"",",1
"Modi is such a dictator ,he can do anything or say anything to get votes. India has to unite against him. #ArmySeMaafiMaangoModi #TejBahadurYadav #TejBahadur #2019Elections #Elections2019",1
"Power tends to corrupt and absolute power corrupts absolutely. In the face-off between the Narendra Modi-Amit Shah duo and Mamata Banerjee, it is apparent who wields absolute power. At least this fact should not be in doubt.",0
" Hooghly Election Results 2019: Hooghly went to polls on Mon, May 6, 2019 (Image Source: data.indianexpress.com)\r\nHooghly (West Bengal) Lok Sabha Election Results 2019 Live: The Hooghly Lok Sabha constituency went to polls on Mon, May 6, 2019. In the last Lok \u2026 [+2232 chars]",0
" Barasat Election Results 2019: Barasat went to polls on Sun, May 19, 2019 (Image Source: data.indianexpress.com)\r\nBarasat (West Bengal) Lok Sabha Election Results 2019 Live: The Barasat Lok Sabha constituency went to polls on Sun, May 19, 2019. In the last Lo\u2026 [+2255 chars]",0
"The Bharatiya Janata Party (BJP) has won over 300 seats and will go on to form the government at the centre for another five-year term. The saffron party now has bigger responsibilities - to carry out Make in India and address farmer distress, says Moneycontrol Deputy Executive Editor Gaurav Choudhury.",0
NEW DELHI: Polling for phase three of the Lok Sabha polls is underway in 117 Lok Sabha seats in 13 states and two union territories.,0
" THE cries of Congress-mukt (Congress-free) Bharat and Congress must die have gained momentum as the grand old party faced its second consecutive debacle in a parliamentary election. This makes it imperative to study the trajectory of the Congress in India fro\u2026 [+12732 chars]',",0
" The firebrand actor-turned-politician Smriti Irani has been given the charge as Minister of Women and Child Development; and Minister of Textiles in Modi Cabinet - a reward for her historic victory over Congress President Rahul Gandhi in Amethi. \r\nShe held po\u2026 [+6097 chars]',",0
" In Parliament, there are a large number of people working to broaden the base of their divisive ideology, Sharad Pawar said.\r\nNCP chief Sharad Pawar Monday slammed the BJP for fielding Malegaon blast accused Pragya Singh Thakur for Lok Sabha poll, adding that\u2026 [+2812 chars]',",0
" Prime Minister Narendra Modi addressed a public rally in Madhya Pradesh.\r\nCongress General Secretary Priyanka Gandhi Vadra held a roadshow in Mirzapur and Kushinagar.\r\nThe last phase of Lok Sabha elections will take place on May 19 and counting will take plac\u2026 [+13192 chars]',",0
 A Trinamool Congress (TMC) leader was shot dead at Nimta in West Bengals North 24 Paraganas district late on Tuesday evening. A video footage from the close circuit television cameras installed near his house shows him slumping on the road as a motorcycle spe\u2026 [+1474 chars],0
"#ElectionsWithNDTV | 102-year-old Shyam Saran Negi from Himachal Pradesh's Kalpa, who cast his first vote in the 1951 general elections, is all set to vote again in the seventh and last phase of #LokSabhaElections2019",0
" Sheila Dikshit (left) Arvind Kejriwal.\r\nA day after Delhi Chief Minister Arvind Kejriwal said that the Muslim vote \u2018shifted\u2019 to the Congress at the last minute during the Lok Sabha polls in the capital, Congress leader Sheila Dikshit said everyone has the rig\u2026 [+1584 chars]',",0
"A fluent speaker, Abhishek Banerjee has imbibed her aunt’s aggression and confidence but as he made his political debut when Mamata Banerjee was in power, he lacks the baptism by fire like his aunt, who survived decades of Left aggression in West Bengal.",0
" NEW DELHI (Reuters) - India\u2019s ruling Bharatiya Janata Party (BJP) is preparing to meet coalition partners to discuss a new government, two BJP sources said on Monday, after exit polls predicted a better-than-expected result for it in a general election. \r\nThe\u2026 [+2938 chars]",0
"The BJP May 19 urged the Election Commission to order the presence of central armed police forces in West Bengal till the Model Code of Conduct period ends, as it expressed concern that the state’s ruling TMC may target a section of voters after polling is over.",0
"In the aftermath of the 2019 elections, the Modi wave not only swept through the Hindi heartland and Gujarat, as was expected, but also bulldozed through West Bengal, Odisha, Maharashtra and Karnataka. Only Kerala and Tamil Nadu appears untouched.",0
"The Bharatiya Janata Party on Thursday retained all the three seats won by it in the 2014 election in Jammu and Kashmir, while the National Conference swept all the three seats represented by the Peoples Democratic Party in the Kashmir Valley.",0
"A day after unrest broke out in Kolkata’s College Street area between Bharatiya Janata Party (BJP) and Trinamool Congress (TMC) party workers, a video by Rakesh Singh, a BJP worker, started doing the rounds on social media.",0
" Indian Prime Minister Narendra Modi claimed victory in the countrys general election on Thursday, as early vote counts showed his Bharatiya Janata Party on course for a significant win.\r\nEarly data from the nations Electoral Commission showed the BJP led in\u2026 [+2970 chars]"",",0
"Gajendra Singh Shekhawat, the sitting MP from Jodhpur, is the BJP candidate once again from this parliamentary constituency in the 2019 general elections.",0
" Sunil Arora was responding to a question on the penal provision which many feel is unwarranted. (File photo)\r\nThe Election Commission may \u201crevisit\u201d a rule that provides for prosecution of an elector if a complaint of EVM and VVPAT machine malfunction turns ou\u2026 [+2397 chars]',",0
"With trends favouring BJP at the Centre and the party making deep inroads in West Bengal, the saffron party workers and supporters burst into celebrations outside its headquarters here and elsewhere. BJP workers were seen distributing sweets, shouting slogans “phir ek bar Modi sarkar” and dancing to the beat of drums in various parts of the State.",0
" NEW DELHI (Reuters) - With India\u2019s ruling Hindu nationalists headed for a stunning election victory on Thursday, Prime Minister Narendra Modi\u2019s powerful right hand man, Amit Shah, could reap his reward as a potential home minister, an analyst and a party offi\u2026 [+5674 chars]",0
" Almost half the non-social media user, again, were found to be unaware about the Congresss promised NYAY scheme. (Representational)\r\nIn a new study by the Centre for the Study of Developing Societies that suggested social media did not influence the BJPs Lok \u2026 [+1110 chars]',",0
"""Arun Jaitley as Defence Minister used an Indian Navy chopper to ferry his family to a wedding in Goa."": Look the family behind..all on official duty?#Hypocrite",1
Sadhvi Pragya Thakur’s total assets are worth Rs 4.5 lakh and unemployed Kanhaiya Kumar has assets worth Rs 18 crore. Where did this 18 crore come from?,1
" The verification of VVPAT paper slips will be done by randomly selecting five polling stations in each Assembly constituency.\r\nThe Election Commission will be manually counting VVPAT (Voter Verifiable Paper Audit Trail) paper slips and matching them with the \u2026 [+2702 chars]',",0
"Dissident MLAs of the AIADMK and its allies, who won on the  ‘two leaves’ symbol, seem to have parted ways and have been quietly campaigning for T T V Dhinakaran’s AMMK as well as the DMK-Congress combine. 

",0
"Owaisi challenged Modi ji saying if you have guts come to Hyderabad and do a rally, in response Modi ji, who would conduct a rally from his car at certain places, has shut everyone up by taking out a rally on foot in Hyderabad",0
" MLA Simarjit Bains after filing application in court challenging VB clean chit to CM Captain Amarinder Singh Ludhiana city centre scam. (Express Photo by Gurmeet Singh)\r\nHeads of two regional parties and the state unit chiefs of at least two other parties are\u2026 [+4778 chars]',",0
"In a major setback to the Congress party in Maharashtra, senior leader Radhakrishna Vikhe-Patil quit as leader of the opposition in the state assembly on Thursday, following prolonged discontent over his son not being nominated from the Ahmednagar constituency.",1
" Mamata Banerjee attacked Modi for demonetisation. (Reuters/File)\r\nThe West Bengal Chief Minister Mamata Banerjee Monday asked voters not to give a single vote to Prime Minister Narendra Modi as the country will be destroyed by him.\r\nModi had not done anything\u2026 [+1634 chars]',",1
" Various media organisations recently ran the news that Hindus were fleeing their houses in Bagakhali village, Diamond Harbour. Footage of people leaving the village and ransacked houses were also circulated on social media.",0
CHENNAI: Gone are the days of ‘conventional’ incidents of polltime violence such as booth capturing and rigging. Electronic Voting Machines (EVM) have made rigging difficult if not impossible and the presence of CCTV cameras has to an extent deterred capturing of booths. ,0
"  Many saw the election as a referendum on Prime Minister Modi\r\nIndia's Prime Minister Narendra Modi's Bharatiya Janata Party (BJP) is on course to win the general election, exit polls suggest. \r\nThe BJP and the main o\u2026 [+674 chars]"",",0
" In the first budget, the government can sketch out the plans for the next five years. This does not have to be a budget just about 2019-20. It can also be a budget for the next five years, said Swaminathan Aiyar, Consulting Editor, ET Now, in an interview wit\u2026 [+6548 chars]',",0
"As campaigning for the seventh and the last phase of the national election comes to an end, we try to decode the science behind Prime Minister Narendra Modi and Congress chief Rahul Gandhi's campaigns - why they chose which seats, which state was top priority and what was the rationale behind it.PM Modi addressed a total of 144 rallies and roadshows this election campaign season.",0
"  Narendra Modi has secured a historic second election victory. \r\nIndian stocks and the rupee rose to welcome the news: another parliamentary majority for the BJP party could grant Mr Modi the opportunity to make promised reforms a \u2026 [+5796 chars]',",0
"In the same episode, King Khan has spread a sensation by tweeting a tweet. Shahrukh has written in his tweet that if Narendra Modi becomes the Prime Minister again, he will leave the country. Not only that, he said leaving the country as well as leaving Twitter.
After this statement of Shahrukh, the BJP leader has come back to the backfoot. The Congress leaders, while targeting the BJP and PM Narendra Modi, said that it is the result of PM's policies that the country's film industry veteran is not feeling safe in the country and Narendra Modi is going to become PM again. After saying the country is about to leave.
",1
The electoral fortunes of 42 candidates including that of former Chief Minister and Union Minister Shibu Soren will be decided on Sunday in the final phase of the general elections in Jharkhand.,0
In andheron ka jigar cheerke noor ayega Tum ho Firaun to moosa zarur ayega,0
" Delhi has seven parliamentary constituencies and there is one counting centre in each of them. (File)\r\nDeclaration of results for the Delhi Lok Sabha seats may get delayed by around five to six hours on May 23 as more time will be spent on counting VVPATs fro\u2026 [+1461 chars]',",0
"A public interest litigation (PIL) has been filed in the Delhi high court, asking for an investigation into the affidavit filed by the Rajya Sabha MP and businessman Rajeev Chandrasekhar.",0
"With an eye on the upcoming assembly elections, Delhi chief .. ",0
West Bengal chief minister Mamata Banerjee on Thursday rejected Prime Minister Narendra Modi’s offer to install a new bust of social reformer Pandit Ishwar Chandra Vidyasagar at the same spot where it was vandalised saying that Bengal has the money for it.,0
" Indian opposition leader Rahul Gandhi, scion of the Nehru-Gandhi dynasty, offered to resign Saturday after his Congress party was trounced in a second straight national election but the gesture was rejected, party officials said.\r\nWhile Prime Minister Narendr\u2026 [+2273 chars]',",0
" NEW DELHI/KOLKATA (Reuters) - India began counting hundreds of millions of votes in its general election on Thursday, with a coalition led by Prime Minister Narendra Modi\u2019s party taking an early lead, TV channels and the Election Commission said. \r\nThe Nation\u2026 [+4046 chars]',",0
"With less than two days left for the declaration of Lok Sabha election results, Opposition parties have alleged possible large-scale EVM tampering and swapping of machines.",1
"Some jewels that Mamataz Begum has said in past one year: 1. ""BJP ele pechone bansh dhukiye debo"" - If bjp comes will put a bamboo in their arse 2. ""I will slap Modi"" 3. And now this one. I feel ashamed to be a bengali.",0
" Sara Netanyahu stands with her husband Israeli Prime Minister Benjamin Netanyahu after exit poll results are announced in the countrys parliamentary election in Tel Aviv on April 10, 2019.\r\nAmmar Awad/Reuters\r\nPrime Minister Benjamin Netanyahus wife, Sara, h\u2026 [+1250 chars]"",",0
" AAP MP Bhagwat Mann (File Photo)\r\nDown from four seats from Punjab in 2014 to just one in 2019, the Aam Aadmi Party (AAP) found its hero in stand up comedian turned politician Bhagwant Mann who won from Sangrur by 1.10 lakh votes defeating Congress\u2019 Kewal Sin\u2026 [+3782 chars]',",0
" Hitting out at the Congress for promising to abolish sedition law in its poll manifesto, Union minister Rajnath Singh has said the BJP will make it more stringent. ""Congress talks about abolishing sedition law but on coming back to power, the BJP will make it\u2026 [+1199 chars]',",0
"The Supreme Court on Tuesdays issued a notice to the central government, the Waqf Board and the All India Muslim Personal Law Board on a public interest litigation (PIL) filed by a Pune-based Muslim couple seeking to uphold the right of Muslim women to enter mosques freely and offer namaz.",0
" Article r\xe9serv\xe9 aux abonn\xe9s\r\nIndian Prime Minister Narendra Modi addresses party supporters, standing next to his Bharatiya Janata Party (BJP) President Amit Shah at their headquarters in New Delhi, India, Thursday, May 23, 2019. Modi's Hindu nationalist part\u2026 [+3518 chars]"",",0
 CLAIM\r\nA video showing West Bengal Chief Minister Mamata Banerjee reciting Islamic verses is being shared on social media platforms and WhatsApp by many. This 12-second-long video clip has been doing the rounds on social media for a while now. \r\nWriter Madhu \u2026 [+2702 chars],0
" Modi lands in Bishkek Thursday noon for the first multilateral visit in his second term as Prime Minister. He will attend a couple of bilateral meetings, including with Chinese President Xi Jinping (File photo)\r\nA DAY before Prime Minister Narendra Modi and P\u2026 [+5279 chars]',",0
" Having skipped the Mahanadu conclave owing to the election debacle and keeping the birth anniversary celebrations of party founder N.T. Rama Rao a low-key affair, Telugu Desam Party (TDP) workers in Chittoor district are scrambling back to their feet. \r\nThe p\u2026 [+2309 chars]',",0
"Kanhaiya Kumar canvassing with the pic of Afzal Guru! Expert comments on Sadhvi Pragya, why are the people stopped now? @sardesairajdeep @BDUTT @_sabanaqvi @rahulkanwal",1
"The Narendra Modi-led BJP swept Uttar Pradesh and was set to win 64 out of 80 seats along with its ally Apna Dal, even claiming the scalp of Congress president Rahul Gandhi and three members of the SP’s ruling Yadav clan.",0
" The incident that traumatised West Bengal on Tuesday continued to dominate air waves through out the day on Wednesday, with Prime Minister Narendra Modi and Chief Minister Mamata Banerjee blaming each other for ransacking a hall of a north Kolkata college and\u2026 [+1772 chars]",0
Congress exposed The entire Lingayat & Veerashaiva community division was planted under direct instruction of Sonia Gandhi The letter written to Sonia Gandhi by Congress leader MB Patil exposes shocking details of how Sonia Gandhi wanted to divide Hindu communities in Karnataka,0
" Prime Minister Narendra Modi at BJP headquarters in New Delhi. (Express Photo)\r\nAbout the BJPs thumping victory in the Lok Sabha polls, the cover story in Organiser claims that the final outcome proves that Prime Minister Narendra Modis way of working not onl\u2026 [+4341 chars]',",0
" Veteran actor, writer, playwright, director and Jnanpith Awardee Girish Karnad died at the age of 81 in Bengaluru on June 10.\r\nCelebrities and politicians alike condoled his passing.\r\nOur cultural world is poorer today: President Ram Nath Kovind\r\nSad to hear \u2026 [+2735 chars]",0
"The Congress may have been in the driver’s seat in the 2019 Lok Sabha poll in Punjab, yet Chief Minister Amarinder Singh on Thursday took a dig at his Cabinet colleague Navjot Singh Sidhu saying he would soon take up with the party high command his damaging remarks ahead of polling, which might have affected the party’s performance in Bathinda.",0
" The great Indian electoral war of 2019 ended with Narendra Modi securing a historic mandate to rule India for another five years. The divided opposition should not have expected anything better as it had no national narrative, no credible agenda and no altern\u2026 [+10283 chars]',",0
" Bihar Chief Minister Nitish Kumar after casting his vote in Patna on Sunday. (PTI)\r\nBihar Chief Minister Nitish Kumar on Sunday said the BJP should expel Bhopal Lok Sabha candidate Pragya Singh Thakur from the party for describing Mahatma Gandhi\u2019s assassin Na\u2026 [+1511 chars]',",0
" SASARAM/BUXAR (BIHAR): Lambasting the Congress over Sam Pitrodas hua to hua remark on the 1984 anti-Sikh riots, Prime Minister Narendra Modi on Tuesday said the nation is fed up and is saying ""ab bahut hua"" (enough is enough). \r\nModi charged that Pitroda\'s co\u2026 [+4116 chars]',",0
Arvind Kejriwal’s candid confession that the Muslim votes in the national capital shifted away from his party and towards the Congress at the last minute is significant for many reasons,0
"If election results follow the direction shown by the exit polls, there would be accusations about the rigging of EVM machines.",0
"Many social media users are calling for Congress leader Navjot singh sidhu's resignation after Congress President Rahul Gandhi lost Amethi lok shabha seat to Bharatiya Janata Party's Smriti Irani. Sidhu is currently minister in punjab cabinet.

",0
" Will Bengal think today, what India thought yesterday? Gopal Krishna Gokhale may not be the best way to channel the overwrought, neurotic and hysterical state that West Bengal finds itself in on the final day of Elections 2019. But eight years after Mamata Ba\u2026 [+4704 chars]",0
"Often in the line of opposition fire over his foreign trips, Prime Minister Narendra Modi Wednesday said India's might was being acknowledged globally because of his numerous visits abroad.",0
Counting is underway for Lok Sabha Elections 2019 with early trends indicating a clear majority for the BJP-led NDA.,0
" Malegaon blast accused and BJP candidate from Bhopal Pragya Singh Thakur. (PTI)\r\nDays after she kicked up a political storm for her remark that Mahatma Gandhi\u2019s assassin Nathuram Godse was a patriot, BJP candidate from Bhopal Pragya Singh Thakur on Monday vow\u2026 [+1582 chars]',",0
" he SP-BSP gathbandhan, backed by the Scheduled Castes and other backwards, was deemed an unassailable social coalition. What then explains the success of the BJP in UP? (AP)\r\nIt is clear that the BJP-led National Democratic Alliance is headed for a mammoth vi\u2026 [+4373 chars]',",0
"CHENNAI: The Madras high court, once again, declined to restrain DMK president MK Stalin from making allegations of corruption in corporation tenders against state minister for local administration, SP Velumani. ",0
"  Similar to the ""Make America Great Again"", its all about ""NaMo Again"" for BJP supporters\r\nIn this year\'s Indian election, Prime Minister Narendra Modi clocked up more than 140 rallies while chasing a second term.\u2026 [+7890 chars]',",0
" Apparently comparing the BJP regime to the \u2018British period,\u2019 Congress president Rahul Gandhi on Saturday said that no institution in the country was going to support the Congress and it was for the party MPs to fight \u2018hatred and cowardice\u2019 aggressively.\r\n\u201cYou\u2026 [+3002 chars]',",1
" Mr Modi meditated at a holy cave in the northern Indian state of Uttarakhand\r\nIndia's Prime Minister Narendra Modi took a spiritual break on the eve of the final day of voting in the country's general election.\u2026 [+1357 chars]"",",0
Chowkidar @GautamGambhir hired a 'duplicate' to stand for him in the heat and campaign for him!,1
" Congress president Rahul Gandhi, at the Congress party CWC meeting at the party HQ in New Delhi on Saturday.\r\nThe Congress Working Committee (CWC) chaired by party president Rahul Gandhi, is holding its first review meeting after its defeat in the Lok Sabha e\u2026 [+269 chars]',",0
" AMETHI: The two-member Congress Committee probing the reasons behind the defeat of their President Rahul Gandhi in his family borough Amethi, has been told that the non-cooperation of the Samajwadi Party and Bahujan Samaj Party units was responsible for the d\u2026 [+1708 chars]',",0
"It is non-stop election fever in Telangana as the state is all set to conduct the Mandal Parishad Territorial Constituencies and Zilla Parishad Territorial Constituencies (ZPTC) polls next month after the Lok Sabha elections were held here on 11 April. The notifications for the 5,800-odd MPTC posts and 583 ZPTC posts are likely to be issued next week by the Telangana State Election Commission.",0
" Rahul Gandhi, president of India\'s main opposition Congress party, conceded on Thursday he had lost his seat in the famous family\'s long-held home constituency.\r\n""Smriti Irani [of the BJP] has won in Amethi and I congratulate her. The people of Amethi have gi\u2026 [+1382 chars]",0
" In Hapur, the woman was allegedly sold and gang-raped several times (Representational)New Delhi:\xa0Two horrific gang rape cases, one in BJP-ruled Uttar Pradesh and the other in Congress-ruled Rajasthan, have become fuel for political battle ahead of the last ph\u2026 [+2521 chars]',",1
Wherever more than 100 Candidates will be there EVM won't be used... If you want to be in your area The choice is not from EVM but from ballet paper... More from your own area Candidates in election Help you stand up and save democracy... #BanEVM,1
" 'After the exit polls, it is now time for the final countdown to the 2019 Lok Sabha elections on May 23 the day on which the results will be declared by the Election Commission of India. On Thursday, votes will be counted for 542 Lok Sabha seats, instead of to\u2026 [+2055 chars]',",0
" By Devjyot Ghoshal\r\nNEW DELHI (Reuters) - Rahul Gandhi is set to face a backlash from within the main Indian opposition Congress party after it suffered a mauling for a second general election in a row from Prime Minister Narendra Modi's Hindu nationalist par\u2026 [+4217 chars]"",",0
" AS the Lok Sabha election results started streaming in, Yogendra Yadav, psephologist-turned political activist, tweeted that the Congress must die. The Congress is redundant for [actually an obstacle to] defending the idea of India, he elaborated later. His o\u2026 [+18005 chars]',",0
"Every morning around dawn, dozens of people gather by the dusty banks of a stream snaking through Shikrawa village, two hours south of New Delhi, to do the same thing: defecate in the open.",1
" It was a little less than a year ago that Bharatiya Janata Party (BJP) national president Amit Shah, who has been awarded the Home portfolio in Modi 2.0 Cabinet, delivered the first Bankim Chandra Chattopadhyay Memorial Oration, instituted by the Syama Prasad\u2026 [+10555 chars]',",0
TMC MLA pulls out Gun during live TV debate. This is happening in India and we are talking of intolerance. Unbelievable but not shocking ! #MamtaKeGunde CC : @KailashOnline @BJP4Bengal @TajinderBagga @me_locket,1
 Twitter states that it saw over 3.2 million tweets being made on the counting day itself.\r\nTwitter has announced that during India\u2019s Lok Sabha Elections 2019 it saw over 396 million tweets being made on the social media platform. It stated that this is nearly\u2026 [+1673 chars],0
"Since 2009, people of south Haryana had made known that successive governments had ignored the region, especially Gurugram even when it generates 60% of state’s revenue.",0
" Results for Indias general election released on 23 May saw a landslide victory for the Bharatiya Janata Party (BJP), which increased its huge parliamentary majority. \r\nThe margins of victory\r\nNarendra Modi and his ruling BJP have swept back to power. The par\u2026 [+1458 chars]"",",0
Have you noticed beauty in this pic? Watch PVNR's hands compared to other Congressis ,0
"Rules and court verdicts notwithstanding, polling booths in Chennai and across Tamil Nadu were full of barriers and it was not easy for senior citizens and the disabled to cast their votes on Thursday.",0
" Krishnanagar Election Results 2019: Krishnanagar went to polls on Mon, Apr 29, 2019 (Image Source: data.indianexpress.com)\r\nKrishnanagar (West Bengal) Lok Sabha Election Results 2019 Live: The Krishnanagar Lok Sabha constituency went to polls on Mon, Apr 29, \u2026 [+2243 chars]",0
" All prime ministers even re-elected ones enjoy a period of honeymoon with the media and other critics, who normally wait a while to see how promises translate into action. In his second term, after winning an even bigger majority, Prime Minister Narendra Modi\u2026 [+6442 chars]',",0
" In the 2019 Lok Sabha polls, the SP could only win five seats, the same number it had won in 2014. The partys vote share slid from 22.35 per cent in 2014 to 17.96 per cent this time. (Express photo: Vishal Srivastav)\r\nSAMAJWADI PARTY (SP) chief Akhilesh Yadav\u2026 [+1113 chars]",0
The party needed an aggressive leader to fight the Badals on their turf after both finance minister Manpreet Singh Badal and former chief parliamentary secretary Navjot Kaur Sidhu refused to contest and Warring fitted the bill.,0
"  Prime Minister Narendra Modis Varanasi seat is up for grabs as Indians vote in the last phase of the general election. \r\nMr Modis Bharatiya Janata Party (BJP) and the main opposition Congress party are battling it out with power\u2026 [+5446 chars]"",",0
"Hearing that WikiLeaks has revealed that Raul Vinci is married It has 2 children who live in London, its wife is Columbine, the first child is a 14-year-old boy, and the second child is a 10-year-old girl. So is he misleading the country by calling himself unmarried? @RahulGandhi",1
"a woman describing her plight as she was forced to vacate her house. The video then shows another woman who walks around the place, explaining how it was attacked and set on fire. ",0
"The huge inroads made by the BJP into West Bengal, is one of the major stories coming out of the mandate of 2019. Like everywhere else, the party worked to a plan to shake the Trinamool Congress citadel, helped along the way by various factors including a polarisation of the electorate on the questions of minority appeasement, local level anti-incumbency and the massive erosion of the Left’s vote base.",0
" Mau: Prime Minister Narendra Modi Thursday said his government was committed towards Ishwar Chandra Vidyasagar\'s vision and promised to install his grand\xa0statue at the same spot in Kolkata where it was vandalised by\xa0""TMC goondas"".\r\nLashing out at Mamata Baner\u2026 [+4211 chars]',",0
" Congress President Rahul Gandhi lost the Amethi seat to BJP\u2019s Smriti Irani after 15-years. (Express photo by Praveen Khanna)\r\nRahul Gandhi-led Congress Party will hold its first review meeting Saturday to discuss its defeat in the Lok Sabha elections. Congres\u2026 [+2629 chars]',",0
"Pragya Thakur had on Thursday said, ""Nathuram Godse was a deshbhakt (patriot), is a 'deshbhakt' and will remain a 'deshbhakt'. People calling him a terrorist should instead look within, such people will be given a fitting reply in the election.""",1
" MUMBAI/BENGALURU/NEW DELHI (Reuters) - Prime Minister Narendra Modi\u2019s party was set for a historic victory as India counted hundreds of millions of votes from its general election on Thursday. \r\nThe National Democratic Alliance (NDA), led by Modi\u2019s Hindu nati\u2026 [+2732 chars]',",0
" Priyanka Gandhi Vadra with Amarinder Singh, Sunil Jakhar and Navjot Singh Sidhu at a roadshow in Pathankot on Tuesday. (Express photo by Rana Simranjit Singh)\r\nLess than 24 hours after Congresss star campaigner and Punjab minister Navjot Singh Sidhu indicated\u2026 [+1798 chars]',",0
What the hell is Congress teaching to these innocent kids?,1
"Lok Sabha Elections 2019: N Chandrababu Naidu's efforts come ahead of a mega meet of opposition leaders on May 23, hosted by UPA chairperson Sonia Gandhi, to prepare for the possibility of a less than decisive verdict.",0
" Mr Modi meditated at a holy cave in the northern Indian state of Uttarakhand\r\nIndia's Prime Minister Narendra Modi took a spiritual break on the eve of the final day of voting in the country's general election.\u2026 [+1357 chars]"",",0
" GST officers are working on a system where businesses above a certain turnover threshold will have to generate 'e-invoice' on government or GST portal for every sale, thereby effectively reducing the room for tax evasion.",0
" MUMBAI/BENGALURU/NEW DELHI (Reuters) - Prime Minister Narendra Modi\u2019s party was set for a historic victory as India counted hundreds of millions of votes from its general election on Thursday. \r\nThe National Democratic Alliance (NDA), led by Modi\u2019s Hindu nati\u2026 [+2732 chars]',",0
"The Modi lahar (wave) of 2014 has degenerated into kahar (disaster) in the last five years and the Mahagathbandhan in Bihar is all set to blow away the BJP-led NDA, actor-turned-politician Shatrughan Sinha claimed today.",0
"A day before the counting of the votes polled in the Lok Sabha election, the Congress on May 22 termed as “constitutional travesty” the EC’s rejection of Election Commissioner Ashok Lavasa’s demand that dissent notes should be recorded and alleged that the poll watchdog wanted to set a new precedent of “dark secrets” and “secluded chambers” in performing its duties.",0
"Exit polls on Sunday evening predicted a second landslide win for the right-wing Bharatiya Janata Party (BJP), led by Prime Minister Narendra Modi, renewing a question that was asked repeatedly over the past few weeks: whether India can handle another five years of Modi. Here’s the short answer. Yes, it can. There’s a long answer too.",0
" (Bloomberg) -- Join us on WhatsApp for special coverage of Indias election. Sign up\xa0here.Indian Prime Minister Narendra Modi has surged to a majority on his own in Indias general election, with his Bharatiya Janata Party establishing a commanding lead in vote\u2026 [+4338 chars]",0
